case	round	attempt	stratum	baseline_wall_s	candidate_wall_s	wall_log_ratio	baseline_rss_kb	candidate_rss_kb	rss_difference_kb	baseline_raw	candidate_raw
braced_direct_10k	1	1	BC	28.94	33.37	0.142432571560	10116	10256	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r01_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	2	1	CB	26.96	28.14	0.042837765642	10244	10384	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r02_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	3	1	BC	23.11	24.25	0.048151193097	10244	10384	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r03_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	4	1	CB	21.34	23.39	0.091725334722	10116	10288	172	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r04_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	5	1	BC	20.75	19.26	-0.074515840307	10372	10128	-244	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r05_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	6	1	CB	19.08	18.39	-0.036833627404	10116	10128	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r06_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	7	1	BC	21.23	22.91	0.076158220750	9860	10384	524	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r07_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	8	1	CB	22.04	22.16	0.005429877594	9988	10260	272	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r08_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	9	1	BC	20.58	21.25	0.032037164965	9988	10512	524	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r09_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	10	3	CB	22.76	25.05	0.095869218273	9860	10256	396	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r10_a3_o01_braced_direct_10k_candidate.raw
braced_direct_10k	11	1	BC	16.84	18.94	0.117519078944	10244	10512	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r11_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	12	1	CB	20.84	22.08	0.057798004524	10116	10384	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r12_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	13	1	BC	16.41	16.66	0.015119731637	10372	10256	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r13_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	14	1	CB	15.15	16.60	0.091402163407	10244	10128	-116	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r14_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	15	1	BC	13.54	13.97	0.031263905785	10244	10256	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r15_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	16	1	CB	13.97	14.50	0.037236476158	9988	10256	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r16_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	17	1	BC	16.73	15.87	-0.052772980460	10244	10384	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r17_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	18	1	CB	14.91	16.05	0.073676720799	10116	10256	140	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r18_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	19	1	BC	13.79	13.88	0.006505263273	10248	10128	-120	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r19_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	20	1	CB	13.60	14.26	0.047388622244	10244	10512	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r20_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	21	1	BC	13.76	13.51	-0.018335680533	10244	10124	-120	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r21_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	22	1	CB	13.21	14.75	0.110268964252	10244	10256	12	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r22_a1_o01_braced_direct_10k_candidate.raw
braced_direct_10k	23	1	BC	13.03	13.16	0.009927534760	10112	10128	16	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o08_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r23_a1_o08_braced_direct_10k_candidate.raw
braced_direct_10k	24	1	CB	12.82	13.90	0.080882388644	9988	10256	268	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o01_braced_direct_10k_baseline.raw	/tmp/yulang-gate2-final.TM8ChV/ordinary/measured/raw/measured_r24_a1_o01_braced_direct_10k_candidate.raw
